20,2011,10,7,Weekend,1000,2-Car,No injury/unknown,,20TH & SASSAFRAS DR,39.184048,-86.54816
901618756,2011,4,6,Weekday,1500,2-Car,No injury/unknown,IMPROPER TURNING,N FEE LN & N JORDAN,39.18384,-86.5192
901582355,2011,2,3,Weekday,100,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FISHERS & NORTH JORDAN AVE,39.18377,-86.5168773
901612948,2011,3,3,Weekday,1200,2-Car,No injury/unknown,,FISHERS & JORDAN AVE,39.18377,-86.51686
901567204,2011,1,6,Weekend,2200,3+ Cars,No injury/unknown,ROADWAY SURFACE CONDITION,E VARSITY LN,39.18367,-86.530282
901567157,2011,1,7,Weekend,0,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E VARSITY LN,39.183668,-86.530209
901682697,2011,8,6,Weekend,2000,2-Car,No injury/unknown,UNSAFE BACKING,VARSITY VILLAS,39.183655,-86.53061
901752868,2011,12,3,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LOESCH & VERNAL PIKE,39.18365387,-86.59265227
901682405,2011,8,6,Weekend,2300,2-Car,No injury/unknown,,VARISITY LN LN,39.183625,-86.530775
901645149,2011,6,4,Weekday,2200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WALNUT ST,39.18350109,-86.53424
901680621,2011,8,2,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT ST,39.18347943,-86.53423289
901707456,2011,10,5,Weekday,1700,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,AMARYLLIS DR,39.18341,-86.539668
901707707,2011,10,5,Weekday,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,CURRY PIKE & VERNAL,39.18336744,-86.58312501
901674202,2011,6,1,Weekend,0,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OLD 37 & WALNUT ST,39.18336,-86.53415
901682696,2011,8,6,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OLD N ST RD 37 & WALNUT ST,39.18336,-86.53415
901588231,2011,2,5,Weekday,200,2-Car,No injury/unknown,UNSAFE BACKING,N COLLEGE AVE,39.18335771,-86.53469029
901617801,2011,4,5,Weekday,200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N COLLEGE AVE,39.18335771,-86.53469029
901700878,2011,10,1,Weekend,400,2-Car,No injury/unknown,,N COLLEGE AVE,39.18335771,-86.53469029
901719325,2011,11,4,Weekday,2000,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NORTH COLLEGE AVE,39.18335771,-86.53469029
901630300,2011,5,2,Weekday,2000,1-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BALFOUR & SR46N,39.18323799,-86.51178391
901665654,2011,7,6,Weekday,700,2-Car,Non-incapacitating,UNSAFE SPEED,BALFOUR & SR46E,39.18323799,-86.51177959
901687662,2011,9,3,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,BALFOUR & SR46E,39.18323799,-86.51177743
901583203,2011,2,3,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,E VARSITY LN,39.183142,-86.52933
